Group Chi p1 p2 Class Size
Fi24'.2 57 13 7 25 2510411418381323442585600
Fi24'.2 57 13 11 37 2510411418381323442585600
Fi24'.2 57 13 17 56 2510411418381323442585600
Fi24'.2 57 13 23 70 2510411418381323442585600
Fi24'.2 57 13 23 71 2510411418381323442585600
Fi24'.2 57 13 29 80 2510411418381323442585600
Fi24'.2 57 13 2 93 2510411418381323442585600
Fi24'.2 57 13 2 94 2510411418381323442585600
Fi24'.2 58 13 -1 -1 2510411418381323442585600
Fi24'.2 58 13 2 2 2510411418381323442585600
Fi24'.2 58 13 2 3 2510411418381323442585600
Fi24'.2 58 13 3 4 2510411418381323442585600
Fi24'.2 58 13 3 5 2510411418381323442585600
Fi24'.2 58 13 3 6 2510411418381323442585600
Fi24'.2 58 13 3 7 2510411418381323442585600
Fi24'.2 58 13 3 8 2510411418381323442585600
Fi24'.2 58 13 5 12 2510411418381323442585600
Fi24'.2 58 13 7 24 2510411418381323442585600
Fi24'.2 58 13 7 25 2510411418381323442585600
Fi24'.2 58 13 11 37 2510411418381323442585600
Fi24'.2 58 13 17 56 2510411418381323442585600
Fi24'.2 58 13 23 70 2510411418381323442585600
Fi24'.2 58 13 23 71 2510411418381323442585600
Fi24'.2 58 13 29 80 2510411418381323442585600
Fi24'.2 58 13 2 93 2510411418381323442585600
Fi24'.2 58 13 2 94 2510411418381323442585600
Fi24'.2 59 13 -1 -1 2510411418381323442585600
Fi24'.2 59 13 2 2 2510411418381323442585600
Fi24'.2 59 13 2 3 2510411418381323442585600
Fi24'.2 59 13 3 4 2510411418381323442585600
Fi24'.2 59 13 3 5 2510411418381323442585600
Fi24'.2 59 13 3 6 2510411418381323442585600
Fi24'.2 59 13 3 7 2510411418381323442585600
Fi24'.2 59 13 3 8 2510411418381323442585600
Fi24'.2 59 13 5 12 2510411418381323442585600
Fi24'.2 59 13 7 24 2510411418381323442585600
Fi24'.2 59 13 7 25 2510411418381323442585600
Fi24'.2 59 13 11 37 2510411418381323442585600
Fi24'.2 59 13 17 56 2510411418381323442585600
Fi24'.2 59 13 23 70 2510411418381323442585600
Fi24'.2 59 13 23 71 2510411418381323442585600
Fi24'.2 59 13 29 80 2510411418381323442585600
Fi24'.2 59 13 2 93 2510411418381323442585600
Fi24'.2 59 13 2 94 2510411418381323442585600
Fi24'.2 60 13 -1 -1 2510411418381323442585600
Fi24'.2 60 13 2 2 2510411418381323442585600
Fi24'.2 60 13 2 3 2510411418381323442585600
Fi24'.2 60 13 3 4 2510411418381323442585600
Fi24'.2 60 13 3 5 2510411418381323442585600
Fi24'.2 60 13 3 6 2510411418381323442585600
Fi24'.2 60 13 3 7 2510411418381323442585600
Fi24'.2 60 13 3 8 2510411418381323442585600
Fi24'.2 60 13 5 12 2510411418381323442585600
Fi24'.2 60 13 7 24 2510411418381323442585600
Fi24'.2 60 13 7 25 2510411418381323442585600
Fi24'.2 60 13 11 37 2510411418381323442585600
Fi24'.2 60 13 17 56 2510411418381323442585600
Fi24'.2 60 13 23 70 2510411418381323442585600
Fi24'.2 60 13 23 71 2510411418381323442585600
Fi24'.2 60 13 29 80 2510411418381323442585600
Fi24'.2 60 13 2 93 2510411418381323442585600
Fi24'.2 60 13 2 94 2510411418381323442585600
Fi24'.2 61 13 -1 -1 2510411418381323442585600
Fi24'.2 61 13 2 2 2510411418381323442585600
Fi24'.2 61 13 2 3 2510411418381323442585600
Fi24'.2 61 13 3 4 2510411418381323442585600
Fi24'.2 61 13 3 5 2510411418381323442585600
Fi24'.2 61 13 3 6 2510411418381323442585600
Fi24'.2 61 13 3 7 2510411418381323442585600
Fi24'.2 61 13 3 8 2510411418381323442585600
Fi24'.2 61 13 5 12 2510411418381323442585600
Fi24'.2 61 13 7 24 2510411418381323442585600
Fi24'.2 61 13 7 25 2510411418381323442585600
Fi24'.2 61 13 11 37 2510411418381323442585600
Fi24'.2 61 13 17 56 2510411418381323442585600
Fi24'.2 61 13 23 70 2510411418381323442585600
Fi24'.2 61 13 23 71 2510411418381323442585600
Fi24'.2 61 13 29 80 2510411418381323442585600
Fi24'.2 61 13 2 93 2510411418381323442585600
Fi24'.2 61 13 2 94 2510411418381323442585600
Fi24'.2 62 13 -1 -1 2510411418381323442585600
Fi24'.2 62 13 2 2 2510411418381323442585600
Fi24'.2 62 13 2 3 2510411418381323442585600
Fi24'.2 62 13 3 4 2510411418381323442585600
Fi24'.2 62 13 3 5 2510411418381323442585600
Fi24'.2 62 13 3 6 2510411418381323442585600
Fi24'.2 62 13 3 7 2510411418381323442585600
Fi24'.2 62 13 3 8 2510411418381323442585600
Fi24'.2 62 13 5 12 2510411418381323442585600
Fi24'.2 62 13 7 24 2510411418381323442585600
Fi24'.2 62 13 7 25 2510411418381323442585600
Fi24'.2 62 13 11 37 2510411418381323442585600
Fi24'.2 62 13 17 56 2510411418381323442585600
Fi24'.2 62 13 23 70 2510411418381323442585600
Fi24'.2 62 13 23 71 2510411418381323442585600
Fi24'.2 62 13 29 80 2510411418381323442585600
Fi24'.2 62 13 2 93 2510411418381323442585600
Fi24'.2 62 13 2 94 2510411418381323442585600
Fi24'.2 63 13 -1 -1 2510411418381323442585600
Fi24'.2 63 13 2 2 2510411418381323442585600
Fi24'.2 63 13 2 3 2510411418381323442585600
Fi24'.2 63 13 3 4 2510411418381323442585600
Fi24'.2 63 13 3 5 2510411418381323442585600
Fi24'.2 63 13 3 6 2510411418381323442585600
Fi24'.2 63 13 3 7 2510411418381323442585600
Fi24'.2 63 13 3 8 2510411418381323442585600
Fi24'.2 63 13 5 12 2510411418381323442585600
Fi24'.2 63 13 7 24 2510411418381323442585600
Fi24'.2 63 13 7 25 2510411418381323442585600
Fi24'.2 63 13 11 37 2510411418381323442585600
Fi24'.2 63 13 17 56 2510411418381323442585600
Fi24'.2 63 13 23 70 2510411418381323442585600
Fi24'.2 63 13 23 71 2510411418381323442585600
Fi24'.2 63 13 29 80 2510411418381323442585600
Fi24'.2 63 13 2 93 2510411418381323442585600
Fi24'.2 63 13 2 94 2510411418381323442585600
Fi24'.2 64 13 -1 -1 2510411418381323442585600
Fi24'.2 64 13 2 2 2510411418381323442585600
Fi24'.2 64 13 2 3 2510411418381323442585600
Fi24'.2 64 13 3 4 2510411418381323442585600
Fi24'.2 64 13 3 5 2510411418381323442585600
Fi24'.2 64 13 3 6 2510411418381323442585600
Fi24'.2 64 13 3 7 2510411418381323442585600
Fi24'.2 64 13 3 8 2510411418381323442585600
Fi24'.2 64 13 5 12 2510411418381323442585600
Fi24'.2 64 13 7 24 2510411418381323442585600
Fi24'.2 64 13 7 25 2510411418381323442585600
Fi24'.2 64 13 11 37 2510411418381323442585600
Fi24'.2 64 13 17 56 2510411418381323442585600
Fi24'.2 64 13 23 70 2510411418381323442585600
Fi24'.2 64 13 23 71 2510411418381323442585600
Fi24'.2 64 13 29 80 2510411418381323442585600
Fi24'.2 64 13 2 93 2510411418381323442585600
Fi24'.2 64 13 2 94 2510411418381323442585600
Fi24'.2 65 13 -1 -1 2510411418381323442585600
Fi24'.2 65 13 2 2 2510411418381323442585600
Fi24'.2 65 13 2 3 2510411418381323442585600
Fi24'.2 65 13 3 4 2510411418381323442585600
Fi24'.2 65 13 3 5 2510411418381323442585600
Fi24'.2 65 13 3 6 2510411418381323442585600
Fi24'.2 65 13 3 7 2510411418381323442585600
Fi24'.2 65 13 3 8 2510411418381323442585600
Fi24'.2 65 13 5 12 2510411418381323442585600
Fi24'.2 65 13 7 24 2510411418381323442585600
Fi24'.2 65 13 7 25 2510411418381323442585600
Fi24'.2 65 13 11 37 2510411418381323442585600
Fi24'.2 65 13 17 56 2510411418381323442585600
Fi24'.2 65 13 23 70 2510411418381323442585600
Fi24'.2 65 13 23 71 2510411418381323442585600
Fi24'.2 65 13 29 80 2510411418381323442585600
Fi24'.2 65 13 2 93 2510411418381323442585600
Fi24'.2 65 13 2 94 2510411418381323442585600
Fi24'.2 66 13 -1 -1 2510411418381323442585600
Fi24'.2 66 13 2 2 2510411418381323442585600
Fi24'.2 66 13 2 3 2510411418381323442585600
Fi24'.2 66 13 3 4 2510411418381323442585600
Fi24'.2 66 13 3 5 2510411418381323442585600
Fi24'.2 66 13 3 6 2510411418381323442585600
Fi24'.2 66 13 3 7 2510411418381323442585600
Fi24'.2 66 13 3 8 2510411418381323442585600
Fi24'.2 66 13 5 12 2510411418381323442585600
Fi24'.2 66 13 7 24 2510411418381323442585600
Fi24'.2 66 13 7 25 2510411418381323442585600
Fi24'.2 66 13 11 37 2510411418381323442585600
Fi24'.2 66 13 17 56 2510411418381323442585600
Fi24'.2 66 13 23 70 2510411418381323442585600
Fi24'.2 66 13 23 71 2510411418381323442585600
Fi24'.2 66 13 29 80 2510411418381323442585600
Fi24'.2 66 13 2 93 2510411418381323442585600
Fi24'.2 66 13 2 94 2510411418381323442585600
Fi24'.2 67 13 -1 -1 2510411418381323442585600
Fi24'.2 67 13 2 2 2510411418381323442585600
Fi24'.2 67 13 2 3 2510411418381323442585600
Fi24'.2 67 13 3 4 2510411418381323442585600
Fi24'.2 67 13 3 5 2510411418381323442585600
Fi24'.2 67 13 3 6 2510411418381323442585600
Fi24'.2 67 13 3 7 2510411418381323442585600
Fi24'.2 67 13 3 8 2510411418381323442585600
Fi24'.2 67 13 5 12 2510411418381323442585600
Fi24'.2 67 13 7 24 2510411418381323442585600
Fi24'.2 67 13 7 25 2510411418381323442585600
Fi24'.2 67 13 11 37 2510411418381323442585600
Fi24'.2 67 13 17 56 2510411418381323442585600
Fi24'.2 67 13 23 70 2510411418381323442585600
Fi24'.2 67 13 23 71 2510411418381323442585600
Fi24'.2 67 13 29 80 2510411418381323442585600
Fi24'.2 67 13 2 93 2510411418381323442585600
Fi24'.2 67 13 2 94 2510411418381323442585600
Fi24'.2 68 13 -1 -1 2510411418381323442585600
Fi24'.2 68 13 2 2 2510411418381323442585600
Fi24'.2 68 13 2 3 2510411418381323442585600
Fi24'.2 68 13 3 4 2510411418381323442585600
Fi24'.2 68 13 3 5 2510411418381323442585600
Fi24'.2 68 13 3 6 2510411418381323442585600
Fi24'.2 68 13 3 7 2510411418381323442585600
Fi24'.2 68 13 3 8 2510411418381323442585600
Fi24'.2 68 13 5 12 2510411418381323442585600
Fi24'.2 68 13 7 24 2510411418381323442585600
Fi24'.2 68 13 7 25 2510411418381323442585600
Fi24'.2 68 13 11 37 2510411418381323442585600
Fi24'.2 68 13 17 56 2510411418381323442585600
Fi24'.2 68 13 23 70 2510411418381323442585600
Fi24'.2 68 13 23 71 2510411418381323442585600
Fi24'.2 68 13 29 80 2510411418381323442585600
Fi24'.2 68 13 2 93 2510411418381323442585600
Fi24'.2 68 13 2 94 2510411418381323442585600
Fi24'.2 69 13 -1 -1 2510411418381323442585600
Fi24'.2 69 13 2 2 2510411418381323442585600
Fi24'.2 69 13 2 3 2510411418381323442585600
Fi24'.2 69 13 3 4 2510411418381323442585600
Fi24'.2 69 13 3 5 2510411418381323442585600
Fi24'.2 69 13 3 6 2510411418381323442585600
Fi24'.2 69 13 3 7 2510411418381323442585600
Fi24'.2 69 13 3 8 2510411418381323442585600
Fi24'.2 69 13 5 12 2510411418381323442585600
Fi24'.2 69 13 7 24 2510411418381323442585600
Fi24'.2 69 13 7 25 2510411418381323442585600
Fi24'.2 69 13 11 37 2510411418381323442585600
Fi24'.2 69 13 17 56 2510411418381323442585600
Fi24'.2 69 13 23 70 2510411418381323442585600
Fi24'.2 69 13 23 71 2510411418381323442585600
Fi24'.2 69 13 29 80 2510411418381323442585600
Fi24'.2 69 13 2 93 2510411418381323442585600
Fi24'.2 69 13 2 94 2510411418381323442585600
Fi24'.2 70 13 -1 -1 2510411418381323442585600
Fi24'.2 70 13 2 2 2510411418381323442585600
Fi24'.2 70 13 2 3 2510411418381323442585600
Fi24'.2 70 13 3 4 2510411418381323442585600
Fi24'.2 70 13 3 5 2510411418381323442585600
Fi24'.2 70 13 3 6 2510411418381323442585600
Fi24'.2 70 13 3 7 2510411418381323442585600
Fi24'.2 70 13 3 8 2510411418381323442585600
Fi24'.2 70 13 5 12 2510411418381323442585600
Fi24'.2 70 13 7 24 2510411418381323442585600
Fi24'.2 70 13 7 25 2510411418381323442585600
Fi24'.2 70 13 11 37 2510411418381323442585600
Fi24'.2 70 13 17 56 2510411418381323442585600
Fi24'.2 70 13 23 70 2510411418381323442585600
Fi24'.2 70 13 23 71 2510411418381323442585600
Fi24'.2 70 13 29 80 2510411418381323442585600
Fi24'.2 70 13 2 93 2510411418381323442585600
Fi24'.2 70 13 2 94 2510411418381323442585600
Fi24'.2 71 13 -1 -1 2510411418381323442585600
Fi24'.2 71 13 2 2 2510411418381323442585600
Fi24'.2 71 13 2 3 2510411418381323442585600
Fi24'.2 71 13 3 4 2510411418381323442585600
Fi24'.2 71 13 3 5 2510411418381323442585600
Fi24'.2 71 13 3 6 2510411418381323442585600
Fi24'.2 71 13 3 7 2510411418381323442585600
Fi24'.2 71 13 3 8 2510411418381323442585600
Fi24'.2 71 13 5 12 2510411418381323442585600
Fi24'.2 71 13 7 24 2510411418381323442585600
Fi24'.2 71 13 7 25 2510411418381323442585600
Fi24'.2 71 13 11 37 2510411418381323442585600
Fi24'.2 71 13 17 56 2510411418381323442585600
Fi24'.2 71 13 23 70 2510411418381323442585600
Fi24'.2 71 13 23 71 2510411418381323442585600
Fi24'.2 71 13 29 80 2510411418381323442585600
Fi24'.2 71 13 2 93 2510411418381323442585600
Fi24'.2 71 13 2 94 2510411418381323442585600
Fi24'.2 72 13 -1 -1 2510411418381323442585600
Fi24'.2 72 13 2 2 2510411418381323442585600
Fi24'.2 72 13 2 3 2510411418381323442585600
Fi24'.2 72 13 3 4 2510411418381323442585600
Fi24'.2 72 13 3 5 2510411418381323442585600
Fi24'.2 72 13 3 6 2510411418381323442585600
Fi24'.2 72 13 3 7 2510411418381323442585600
Fi24'.2 72 13 3 8 2510411418381323442585600
Fi24'.2 72 13 5 12 2510411418381323442585600
Fi24'.2 72 13 7 24 2510411418381323442585600
Fi24'.2 72 13 7 25 2510411418381323442585600
Fi24'.2 72 13 11 37 2510411418381323442585600
Fi24'.2 72 13 17 56 2510411418381323442585600
Fi24'.2 72 13 23 70 2510411418381323442585600
Fi24'.2 72 13 23 71 2510411418381323442585600
Fi24'.2 72 13 29 80 2510411418381323442585600
Fi24'.2 72 13 2 93 2510411418381323442585600
Fi24'.2 72 13 2 94 2510411418381323442585600
Fi24'.2 73 13 -1 -1 2510411418381323442585600
Fi24'.2 73 13 2 2 2510411418381323442585600
Fi24'.2 73 13 2 3 2510411418381323442585600
Fi24'.2 73 13 3 4 2510411418381323442585600
Fi24'.2 73 13 3 5 2510411418381323442585600
Fi24'.2 73 13 3 6 2510411418381323442585600
Fi24'.2 73 13 3 7 2510411418381323442585600
Fi24'.2 73 13 3 8 2510411418381323442585600
Fi24'.2 73 13 5 12 2510411418381323442585600
Fi24'.2 73 13 7 24 2510411418381323442585600
Fi24'.2 73 13 7 25 2510411418381323442585600
Fi24'.2 73 13 11 37 2510411418381323442585600
Fi24'.2 73 13 17 56 2510411418381323442585600
Fi24'.2 73 13 23 70 2510411418381323442585600
Fi24'.2 73 13 23 71 2510411418381323442585600
Fi24'.2 73 13 29 80 2510411418381323442585600
Fi24'.2 73 13 2 93 2510411418381323442585600
Fi24'.2 73 13 2 94 2510411418381323442585600
Fi24'.2 74 13 -1 -1 2510411418381323442585600
Fi24'.2 74 13 2 2 2510411418381323442585600
Fi24'.2 74 13 2 3 2510411418381323442585600
Fi24'.2 74 13 3 4 2510411418381323442585600
Fi24'.2 74 13 3 5 2510411418381323442585600
Fi24'.2 74 13 3 6 2510411418381323442585600
Fi24'.2 74 13 3 7 2510411418381323442585600
Fi24'.2 74 13 3 8 2510411418381323442585600
Fi24'.2 74 13 5 12 2510411418381323442585600
Fi24'.2 74 13 7 24 2510411418381323442585600
Fi24'.2 74 13 7 25 2510411418381323442585600
Fi24'.2 74 13 11 37 2510411418381323442585600
Fi24'.2 74 13 17 56 2510411418381323442585600
Fi24'.2 74 13 23 70 2510411418381323442585600
Fi24'.2 74 13 23 71 2510411418381323442585600
Fi24'.2 74 13 29 80 2510411418381323442585600
Fi24'.2 74 13 2 93 2510411418381323442585600
Fi24'.2 74 13 2 94 2510411418381323442585600
Fi24'.2 75 13 -1 -1 2510411418381323442585600
Fi24'.2 75 13 2 2 2510411418381323442585600
Fi24'.2 75 13 2 3 2510411418381323442585600
Fi24'.2 75 13 3 4 2510411418381323442585600
Fi24'.2 75 13 3 5 2510411418381323442585600
Fi24'.2 75 13 3 6 2510411418381323442585600
Fi24'.2 75 13 3 7 2510411418381323442585600
Fi24'.2 75 13 3 8 2510411418381323442585600
Fi24'.2 75 13 5 12 2510411418381323442585600
Fi24'.2 75 13 7 24 2510411418381323442585600
Fi24'.2 75 13 7 25 2510411418381323442585600
Fi24'.2 75 13 11 37 2510411418381323442585600
Fi24'.2 75 13 17 56 2510411418381323442585600
Fi24'.2 75 13 23 70 2510411418381323442585600
Fi24'.2 75 13 23 71 2510411418381323442585600
Fi24'.2 75 13 29 80 2510411418381323442585600
Fi24'.2 75 13 2 93 2510411418381323442585600
Fi24'.2 75 13 2 94 2510411418381323442585600
Fi24'.2 76 13 -1 -1 2510411418381323442585600
Fi24'.2 76 13 2 2 2510411418381323442585600
Fi24'.2 76 13 2 3 2510411418381323442585600
Fi24'.2 76 13 3 4 2510411418381323442585600
Fi24'.2 76 13 3 5 2510411418381323442585600
Fi24'.2 76 13 3 6 2510411418381323442585600
Fi24'.2 76 13 3 7 2510411418381323442585600
Fi24'.2 76 13 3 8 2510411418381323442585600
Fi24'.2 76 13 5 12 2510411418381323442585600
Fi24'.2 76 13 7 24 2510411418381323442585600
Fi24'.2 76 13 7 25 2510411418381323442585600
Fi24'.2 76 13 11 37 2510411418381323442585600
Fi24'.2 76 13 17 56 2510411418381323442585600
Fi24'.2 76 13 23 70 2510411418381323442585600
Fi24'.2 76 13 23 71 2510411418381323442585600
Fi24'.2 76 13 29 80 2510411418381323442585600
Fi24'.2 76 13 2 93 2510411418381323442585600
Fi24'.2 76 13 2 94 2510411418381323442585600
Fi24'.2 77 13 -1 -1 2510411418381323442585600
Fi24'.2 77 13 2 2 2510411418381323442585600
Fi24'.2 77 13 2 3 2510411418381323442585600
Fi24'.2 77 13 3 4 2510411418381323442585600
Fi24'.2 77 13 3 5 2510411418381323442585600
Fi24'.2 77 13 3 6 2510411418381323442585600
Fi24'.2 77 13 3 7 2510411418381323442585600
Fi24'.2 77 13 3 8 2510411418381323442585600
Fi24'.2 77 13 5 12 2510411418381323442585600
Fi24'.2 77 13 7 24 2510411418381323442585600
Fi24'.2 77 13 7 25 2510411418381323442585600
Fi24'.2 77 13 11 37 2510411418381323442585600
Fi24'.2 77 13 17 56 2510411418381323442585600
Fi24'.2 77 13 23 70 2510411418381323442585600
Fi24'.2 77 13 23 71 2510411418381323442585600
Fi24'.2 77 13 29 80 2510411418381323442585600
Fi24'.2 77 13 2 93 2510411418381323442585600
Fi24'.2 77 13 2 94 2510411418381323442585600
Fi24'.2 78 13 -1 -1 2510411418381323442585600
Fi24'.2 78 13 2 2 2510411418381323442585600
Fi24'.2 78 13 2 3 2510411418381323442585600
Fi24'.2 78 13 3 4 2510411418381323442585600
Fi24'.2 78 13 3 5 2510411418381323442585600
Fi24'.2 78 13 3 6 2510411418381323442585600
Fi24'.2 78 13 3 7 2510411418381323442585600
Fi24'.2 78 13 3 8 2510411418381323442585600
Fi24'.2 78 13 5 12 2510411418381323442585600
Fi24'.2 78 13 7 24 2510411418381323442585600
Fi24'.2 78 13 7 25 2510411418381323442585600
Fi24'.2 78 13 11 37 2510411418381323442585600
Fi24'.2 78 13 17 56 2510411418381323442585600
Fi24'.2 78 13 23 70 2510411418381323442585600
Fi24'.2 78 13 23 71 2510411418381323442585600
Fi24'.2 78 13 29 80 2510411418381323442585600
Fi24'.2 78 13 2 93 2510411418381323442585600
Fi24'.2 78 13 2 94 2510411418381323442585600
Fi24'.2 79 13 -1 -1 2510411418381323442585600
Fi24'.2 79 13 2 2 2510411418381323442585600
Fi24'.2 79 13 2 3 2510411418381323442585600
Fi24'.2 79 13 3 4 2510411418381323442585600
Fi24'.2 79 13 3 5 2510411418381323442585600
Fi24'.2 79 13 3 6 2510411418381323442585600
Fi24'.2 79 13 3 7 2510411418381323442585600
Fi24'.2 79 13 3 8 2510411418381323442585600
Fi24'.2 79 13 5 12 2510411418381323442585600
Fi24'.2 79 13 7 24 2510411418381323442585600
Fi24'.2 79 13 7 25 2510411418381323442585600
Fi24'.2 79 13 11 37 2510411418381323442585600
Fi24'.2 79 13 17 56 2510411418381323442585600
Fi24'.2 79 13 23 70 2510411418381323442585600
Fi24'.2 79 13 23 71 2510411418381323442585600
Fi24'.2 79 13 29 80 2510411418381323442585600
Fi24'.2 79 13 2 93 2510411418381323442585600
Fi24'.2 79 13 2 94 2510411418381323442585600
Fi24'.2 80 13 -1 -1 2510411418381323442585600
Fi24'.2 80 13 2 2 2510411418381323442585600
Fi24'.2 80 13 2 3 2510411418381323442585600
Fi24'.2 80 13 3 4 2510411418381323442585600
Fi24'.2 80 13 3 5 2510411418381323442585600
Fi24'.2 80 13 3 6 2510411418381323442585600
Fi24'.2 80 13 3 7 2510411418381323442585600
Fi24'.2 80 13 3 8 2510411418381323442585600
Fi24'.2 80 13 5 12 2510411418381323442585600
Fi24'.2 80 13 7 24 2510411418381323442585600
Fi24'.2 80 13 7 25 2510411418381323442585600
Fi24'.2 80 13 11 37 2510411418381323442585600
Fi24'.2 80 13 17 56 2510411418381323442585600
Fi24'.2 80 13 23 70 2510411418381323442585600
Fi24'.2 80 13 23 71 2510411418381323442585600
Fi24'.2 80 13 29 80 2510411418381323442585600
Fi24'.2 80 13 2 93 2510411418381323442585600
Fi24'.2 80 13 2 94 2510411418381323442585600
Fi24'.2 81 13 -1 -1 2510411418381323442585600
Fi24'.2 81 13 2 2 2510411418381323442585600
Fi24'.2 81 13 2 3 2510411418381323442585600
Fi24'.2 81 13 3 4 2510411418381323442585600
Fi24'.2 81 13 3 5 2510411418381323442585600
Fi24'.2 81 13 3 6 2510411418381323442585600
Fi24'.2 81 13 3 7 2510411418381323442585600
Fi24'.2 81 13 3 8 2510411418381323442585600
Fi24'.2 81 13 5 12 2510411418381323442585600
Fi24'.2 81 13 7 24 2510411418381323442585600
Fi24'.2 81 13 7 25 2510411418381323442585600
Fi24'.2 81 13 11 37 2510411418381323442585600
Fi24'.2 81 13 17 56 2510411418381323442585600
Fi24'.2 81 13 23 70 2510411418381323442585600
Fi24'.2 81 13 23 71 2510411418381323442585600
Fi24'.2 81 13 29 80 2510411418381323442585600
Fi24'.2 81 13 2 93 2510411418381323442585600
Fi24'.2 81 13 2 94 2510411418381323442585600
Fi24'.2 82 13 -1 -1 2510411418381323442585600
Fi24'.2 82 13 2 2 2510411418381323442585600
Fi24'.2 82 13 2 3 2510411418381323442585600
Fi24'.2 82 13 3 4 2510411418381323442585600
Fi24'.2 82 13 3 5 2510411418381323442585600
Fi24'.2 82 13 3 6 2510411418381323442585600
Fi24'.2 82 13 3 7 2510411418381323442585600
Fi24'.2 82 13 3 8 2510411418381323442585600
Fi24'.2 82 13 5 12 2510411418381323442585600
Fi24'.2 82 13 7 24 2510411418381323442585600
Fi24'.2 82 13 7 25 2510411418381323442585600
Fi24'.2 82 13 11 37 2510411418381323442585600
Fi24'.2 82 13 17 56 2510411418381323442585600
Fi24'.2 82 13 23 70 2510411418381323442585600
Fi24'.2 82 13 23 71 2510411418381323442585600
Fi24'.2 82 13 29 80 2510411418381323442585600
Fi24'.2 82 13 2 93 2510411418381323442585600
Fi24'.2 82 13 2 94 2510411418381323442585600
Fi24'.2 83 13 -1 -1 2510411418381323442585600
Fi24'.2 83 13 2 2 2510411418381323442585600
Fi24'.2 83 13 2 3 2510411418381323442585600
Fi24'.2 83 13 3 4 2510411418381323442585600
Fi24'.2 83 13 3 5 2510411418381323442585600
Fi24'.2 83 13 3 6 2510411418381323442585600
Fi24'.2 83 13 3 7 2510411418381323442585600
Fi24'.2 83 13 3 8 2510411418381323442585600
Fi24'.2 83 13 5 12 2510411418381323442585600
Fi24'.2 83 13 7 24 2510411418381323442585600
Fi24'.2 83 13 7 25 2510411418381323442585600
Fi24'.2 83 13 11 37 2510411418381323442585600
Fi24'.2 83 13 17 56 2510411418381323442585600
Fi24'.2 83 13 23 70 2510411418381323442585600
Fi24'.2 83 13 23 71 2510411418381323442585600
Fi24'.2 83 13 29 80 2510411418381323442585600
Fi24'.2 83 13 2 93 2510411418381323442585600
Fi24'.2 83 13 2 94 2510411418381323442585600
Fi24'.2 84 13 -1 -1 2510411418381323442585600
Fi24'.2 84 13 2 2 2510411418381323442585600
Fi24'.2 84 13 2 3 2510411418381323442585600
Fi24'.2 84 13 3 4 2510411418381323442585600
Fi24'.2 84 13 3 5 2510411418381323442585600
Fi24'.2 84 13 3 6 2510411418381323442585600
Fi24'.2 84 13 3 7 2510411418381323442585600
Fi24'.2 84 13 3 8 2510411418381323442585600
Fi24'.2 84 13 5 12 2510411418381323442585600
Fi24'.2 84 13 7 24 2510411418381323442585600
Fi24'.2 84 13 7 25 2510411418381323442585600
Fi24'.2 84 13 11 37 2510411418381323442585600
Fi24'.2 84 13 17 56 2510411418381323442585600
Fi24'.2 84 13 23 70 2510411418381323442585600
Fi24'.2 84 13 23 71 2510411418381323442585600
Fi24'.2 84 13 29 80 2510411418381323442585600
Fi24'.2 84 13 2 93 2510411418381323442585600
Fi24'.2 84 13 2 94 2510411418381323442585600
Fi24'.2 85 13 -1 -1 2510411418381323442585600
Fi24'.2 85 13 2 2 2510411418381323442585600
Fi24'.2 85 13 2 3 2510411418381323442585600
Fi24'.2 85 13 3 4 2510411418381323442585600
Fi24'.2 85 13 3 5 2510411418381323442585600
Fi24'.2 85 13 3 6 2510411418381323442585600
Fi24'.2 85 13 3 7 2510411418381323442585600
Fi24'.2 85 13 3 8 2510411418381323442585600
Fi24'.2 85 13 5 12 2510411418381323442585600
Fi24'.2 85 13 7 24 2510411418381323442585600
Fi24'.2 85 13 7 25 2510411418381323442585600
Fi24'.2 85 13 11 37 2510411418381323442585600
Fi24'.2 85 13 17 56 2510411418381323442585600
Fi24'.2 85 13 23 70 2510411418381323442585600
Fi24'.2 85 13 23 71 2510411418381323442585600
Fi24'.2 85 13 29 80 2510411418381323442585600
Fi24'.2 85 13 2 93 2510411418381323442585600
Fi24'.2 85 13 2 94 2510411418381323442585600
Fi24'.2 86 13 -1 -1 2510411418381323442585600
Fi24'.2 86 13 2 2 2510411418381323442585600
Fi24'.2 86 13 2 3 2510411418381323442585600
Fi24'.2 86 13 3 4 2510411418381323442585600
Fi24'.2 86 13 3 5 2510411418381323442585600
Fi24'.2 86 13 3 6 2510411418381323442585600
Fi24'.2 86 13 3 7 2510411418381323442585600
Fi24'.2 86 13 3 8 2510411418381323442585600
Fi24'.2 86 13 5 12 2510411418381323442585600
Fi24'.2 86 13 7 24 2510411418381323442585600
Fi24'.2 86 13 7 25 2510411418381323442585600
Fi24'.2 86 13 11 37 2510411418381323442585600
Fi24'.2 86 13 17 56 2510411418381323442585600
Fi24'.2 86 13 23 70 2510411418381323442585600
Fi24'.2 86 13 23 71 2510411418381323442585600
Fi24'.2 86 13 29 80 2510411418381323442585600
Fi24'.2 86 13 2 93 2510411418381323442585600
Fi24'.2 86 13 2 94 2510411418381323442585600
Fi24'.2 87 13 -1 -1 2510411418381323442585600
Fi24'.2 87 13 2 2 2510411418381323442585600
Fi24'.2 87 13 2 3 2510411418381323442585600
Fi24'.2 87 13 3 4 2510411418381323442585600
Fi24'.2 87 13 3 5 2510411418381323442585600
